id,ind_text,tgt_text
emot-train-1137,"Kepada jamaah Masjid Al Kautsar , Dikarenakan Nasi tumpeng ayam matang sebelum waktunya, maka dengan ini pengajian tafsir masjid Al Kautsar di ajukan hari ini. Aya aya wae...#Ramadhan berkah","Kêpada jamaah Masjid Al Kautsar , Dikarnakan nasi tumpêng ayam matêng sêbêlon wayahnyah, mangka dêngan ênih pêngajian tapsir masjid Al Kautsar dimajuin ari ênih. Ada ada baè...#Romadon berkah"
indolem-train-1915,"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ","#KabarAnget: aneh, ngape tuh Menkumham Setandar Ganda ngesahin bawahan PPP dan Golkar? http://tinyurl.com/lagcrks"
indolem-test-14,Syahrini Pakai Batik ke Kantor Tribun Timur Makassar http://bit.ly/1LFbeRf,Syahrini Pake Batik ke Kantor Tribun Timur Makassar  http://bit.ly/1LFbeRf
indolem-validation-328,"Sebenarnya secara keseluruhan kamar ok, bersih, rapi dan nyaman. Cuman yg bikin kecewa waktu tdr di selimutnya ada tungau nya (kutu busuk) jadi tidurnya tidak pulas karena harus garuk2 kaki","sebenernye secare kesluruan pangkeng ok, resik, tertate dan betah. Cume nyang bikin kecewa molor di kaennye ade tungau nye (kutu busuk) jadi molornye kagak pules karne kudu garuk-garuk kaki"
emot-test-250,Terima kasih kepada Undiknas Bali yang mempercayakan perjalanan company visit Singapore - Malaysia kepada Kusuma Holiday Tour,Terime kasih kepade Undiknas Bali nyang percaye perjalanan kompeni ngunjungin Singapur - Malaysia kepade Tur Liburan Kusume 
indolem-train-1674,"ok aja la, wi-fi kaga ada","okè ajè lah, wi-fi kagak adè"
indolem-train-834,"pelayanan ramah, saran aja mungkin lebih diperhatikan water heater nya. Selebihnya, OK","pelayanan ajer, saran aje mungkin lebih diperhatiin aer anget nye. Selebihnye OKEH"
emot-train-1721,"[USERNAME] Min kalau tidak ada perawatan Transjakarta ini bisa seperti metro mini, saya tiap hari naik Basway ini 60% mobil nya bermasalah",[USERNAME] Min kalo kagak ade prawatan Transjakarte ini bise kek metro mini aye tiep ari naek baswey ini 60% mobil nye bermasaleh
indolem-validation-398,Jgn gitu ah tom @Cent_tommy: makan sehari cuma sekali gara2 di block andela gak nafsumakan ... mungkin bskbbskbgak nafsu hidup ?,Jangan gono dah tom @Cent_tommy: gegares sehari tibang sekali gare-gare di blok andela kagak napsu gegares... mungkin besok-besok kagak napsu idup ?
emot-validation-215,"Aq lebih takut ama manusia daripada ama setan. Gk pernah ada setan kemanusiaan, tapi kalo manusia kesetanan banyak bahkan seram abis","Aye lebih iseng amen manusie daripade ama dedemit. kagak pernah ada dedemit kemanusiaan, tapi kalo manusie dedemitan banyak maleh serem bener"
indolem-train-2209,perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,perlu ambal ame tambahan papan name di pinggir jalan supaye kagak bingung cecer tempat ini
indolem-validation-97,"Tweeps, ingin tahu manfaat yang bisa Anda dapatkan saat makan ubi jalar? Baca artikelnya di sini -> http://bit.ly/1xTW0lS ","Tweeps, pengen tau manpaet nyang bise ente dapetin pas gegares ubi? Baca artikelnye di mari -> http://bit.ly/1xTW0lS"
indolem-test-197,Teh hijau bisa meredam rasa lapar sehingga Anda bisa melakukan keputusan rasional tentang apa yang akan Anda makan. [The Nutrition Twins],Teh ijo bisa nunde rase laper ampe lu bise ngelakuin keputusan waras tentang ape nyang bakal lu makan. [Gizi kembar]
indolem-test-890,Aman dan nyaman + ac kurang dingin,Adem ayem + AC kureng adem
indolem-train-2097,Politisi PDIP Masih Ngotot Jerat Samad-BW : http://fajar.co.id/headline/2015/02/20/politisi-pdip-masih-ngotot-jerat-samad-bw.html ?,Politisi PDIP Masi Ngotot Nagrep Samad-BW : http:/fajar.co.id/headline/2015/02/20/potisi-pdip-masih-ngotot-jerat-samad-bw.html ?
indolem-test-881,warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,warne sepre ngeres..ama lingkungannye jorok..anduk kudu diminta dulu..ntu ge dikasi atu..pedahal ade 2 orang. ame pelayanan kurang ajer
emot-train-1239,"Kadang suka kasian sama tukang parkir, kebingungan gitu kalo markirin jet acu saking gedenya. Jadi sekarang prefer naik UFO aja deh. Lebih minimalis tempat parkirnya #KeluhanBorjuis","Kadang suke kesian ame tukang parkir, bingung gitu kalo markirin jet aye saking gedenye. Jadi skarang lebih baek naek UFO aje dah. Lebih kicit tempat parkirnye #KeluanKaumAtas"
indolem-test-978,"air panas gadak, 2x nginap 2 2 nya bertemu kasurnya","aèr panas ora ada, 2x nginêp 2 2 nyah kêtêmu kasurnyah"
indolem-train-536,Nabi Dawud memilik kemampuan untuk melunakkan besi hanya dengan tangannya tanpa harus menempa dgn api kemudian di buat menjadi baju zirah,Nabi Dawud punye kealian buat lunakin besi hanye dengan tangannye tanpe kudu nibanin dengan api trus di bikin jadi pakean zirah
emot-train-2427,"[USERNAME] [USERNAME] Nah kalo ini baru bener, semua yang salah patut disalahkan buat introprksi dan membenarkan permasalahannya, bukannya udah salah e malah lari takut disalahkan ","[USERNAME] [USERNAME] Nah kalo eni baru bener, segale nyang sale kudu disalain buat intropeksi ama ngebenerin permasalaannye, bukannye udeh sale e malah kabur takut disalain"
emot-train-3151,omg parah bnr2 insom blm ngantuk2 mata gw msh seger aja pikiran lg kacau sih kyk.gini dah efek pikiran lg tegang n hawa suntuk kesel dari kmrn hiiiiks,Oh Tuhan ayè parèh bênêr-bênêr insom bêlon ngêlênggut-lênggut matè ayè masing sêgêr ajè pikiran lagi sêmrawut sih kayak.gini dah èpèk pikiran lagi têgang dan hawa suntuk êmpêt dari kêmarèn hiiiiks
indolem-test-873,"kamar panas, AC rusak, kamar mandi bocor, ga nyaman banget, untung cm transit aja.","kamar panas, AC ambruk, jamban rembes, kagak kerasan bener, untung tibang sebentaran aje."
indolem-train-1016,sakit gatal gatal dapt hilang http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f,sakit gatel gatel dapet sembuh http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f 
indolem-train-2612,kesan menginap airy rooms eco tj duren timur jakarta barat : 1. receptionistnya kurang ramah 2. kondisi kamar kotor dan pengap 3. kondisi AC tidak dingin 4. banyak semut dan kecoa dikamar mandi 5. kotor,kêsan nginèp airy rooms eco tanjung durèn timur jakarta barat : 1. rèsèpsionsnyah kurang gêpyak 2. kondisi pangkèng ngêrês dan ngêlêkêb 3. kondisi AC ora adêm 4. banyak sêmut ama coro di sumur 5. cêbrik
indolem-train-854,"Jon Bon Jovi memiliki restoran bernama 'Soul Kitchen', di mana semua orang boleh makan apa saja dan hanya membayarnya jika mereka mau.","Jon Bon Jovi punye rumeh gegares namanye 'Dapur Slatan', di mane semuwa orang boleh gegares ape aje dan cukup bayarnye jike die die mao."
indolem-train-200,Jumlah Penumpang yang Refund Tiket di Kantor Lion Air Menyusut: Para penumpang yang terlantar akibat delay par... http://bit.ly/1vRUg9f,Total Penumpang nyang Balikin Tiket di Kantor Lion Air Turun: Para penumpang nyang terlantar akibat molor jem terbang par... http://bit.ly/1vRUg9f
indolem-train-311,"hotel ditengah Kota , mudah dlditemukan , dekat dengan pusat2 pertokoan dan perbelanjaan , Banyak pedagang makanan Dan minimarket , kamar bersih , AC dingin , handuk bersih , selalu tersedia peralatan Mandi Dari airy room dan snack , Kekurangan : selimut yg kurang tebal, seperti sprei kedua, kamar Mandi Yang kurang bersih, . tetapi cukup baik . . ","hotel ditengah Kote , mudeh ditemuin , deket ama pusat-pusat tukang dagang dan tempat blanje , Numpuk pedagang gegares Dan swalayan , pangkeng resik , AC adem , anduk resik , slalu tersedie peralatan Mandi Dari ruangan airy dan cemilan , Kekurengan : kaen nyang kureng tebel, kek spre kedue, sumur nyang kureng resik, . tapi mayan bae . . "
indolem-validation-297,ok semua.cumak satu krgnya. selimutnya bau...,okè sêmuè.tibang atu kurangnyè. sêlimutnyè apêk...
emot-train-571,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka,Tibang ada aje manusie yang kagak ngarti posisi si panitia ntu. pake seenaknye minta ganti tempat tibang gare-gare maksimal nongkrong ntu 3 jem. 3 jem masih kurang? eh buset wkakaka
emot-train-1312,Enggak pernah sama sekali membatasi dia buat chatan or main sama siapa aja terserah dia. Karna..... Semakin kita larang semakin kesempatan orang buat bohongin kita tuh gede. Jadi terserah lah yah ensenang aja menjalani hubungan iniw,Ora pêrnah acan ngêbatêsin diah buat ngobrol atau maèn ama siapah baè têrsêrah diah. Karna..... Mangkin kita larang mangkin kêsêmpêtan orang buat ngibulin kita tuh gêdè. Jadi têrsêrah lah yak dan sênêng ajah ngêjalanin hubungan ênih
indolem-train-3595,Dulu Sisil pernah salah memakai seragam sekolahnya pada hari senin karena terlambat dan disaat itu ia malah memakai baju seragam pramuka.,Dulu Sisil perne sale make seragam sekolanye pas ari senen karne terlambat dan dipas ntu die malah make pakean seragam pramuke.
emot-train-2789,Ketika malam minggu tak lagi menakutkan! Balet asyik bersama orang2 hebat!,pas malem minggu kagak lagi mengerihkan! Berdansa seru ama orang-orang hebat!
emot-validation-178,"sah-sah saja anda fans persija. Membela pemain klub favorit. Walau persija bapuk. Tapi jangan keliatan banget lah, apalagi soal Via Vallen & Simic ini. Mikir!!","sah-sah aje elu idola persija. Ngebela pemain kleb kedemenan. Walao persija blangsak. Tapi jangan kelietan bener lah, apelagi soal Via Vallen & Simic ini. Mikir!!"
emot-train-3487,"Saat terjadi sesuatu jgn langsung kau tunjuk musuhmu sebagai biang keroknya. Pelajari dan dalami dulu. Jangan langsung menuduh, itu juga fitnah namanya. Jika memang dirimu tahu dan ada bukti, tampilkan ke permukaan. Jgn hanya bisa menilai dengan asumsi.","Wayah têrjadi sêsuatu ontong langsung êluh tunjuk musuhluh sêbagè biang kèroknyah. Pêlajarin ama dalêmin dulu. Ontong langsung nuduh, onoh gè pitnah namanyah. Jika èmang diriluh tau ama ada bukti, tampilin kê pêrmukaan. Ontong tibang bisa montên dêngan asumsi."
indolem-train-3090,"Kamar baguss, rekomen lah buat nginap. Kamar mandi nya kalo bisa di beri pewangi supaya lebih nyaman","Pangkèng cakêp, rèkomen lah buat nginêp. Sumurnyah kalo bisè dikasih pêwangi supayè lêbih kêrasan"
emot-train-877,"Semoga dengan tayangnya film #22menit ini menjadi perantara untuk selalu menebarkan benih-benih cinta, yang akan menumbuhkan persaudaraan diantara umat manusia. #AnsorMajuSatuBarisan [URL]","Sêmogè dêngan tayangnyè pèlêm #22mênit êni ngêjadi pêrantarè buat sêlalu nebarin bênih-bênih cintè, nyang bakal numbuhin pêrsodarèan di antarè umat manusiè. #AnsorMajuAtuBarisan [URL]"
indolem-train-1882,kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,Jamban ada kecoa. Bantal biru bau apek. lainnye okeh.
emot-validation-354,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan,alèrgi apè cobè??? Kok jadi bintik-bintik gini. Katè udèh karna madang ikan tuna. Apè karna cuaca kêbangêtan pêntèr kali yè uucchhh kêsèksa kêna garukan
indolem-train-2796,"MediPutra ; PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh ","MediPutra ; PDIP Dianggep Aneh kalo Nerime Badrodin Kapolri: INILAHCOM, Jakarte - Anggote... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh"
indolem-train-2995,"Ngaku Tidak Kenal, Tapi Syahrini Foto Bareng Feriyani Lim http://goo.gl/fb/c7374k ","Ngaku kagak kenal, tapi Syahrini Poto ama Feriyani Lim http://goo.gl/fb/c7374k"
indolem-train-2181,#BeritaMahasiswa - Air Mata Sang Ibu Iringi Pemakaman Mahasiswa UPI yang Tewas Diseret Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG,#BeritèMahèsiswè - Aèr Matè Sang Ibu Iringin Pêmakaman Mahèsiswè UPI nyang Tèwas Disèrèt Mobil 30 Km Mahèsiswè Univê? http://ift.tt/1LUgkcG
indolem-test-186,Cantikmu mengalahlan semua??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN,Cakep lu ngalahin semue??? ? Kamulah Takdirku dari Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN
indolem-train-1831,"Kalo ngomong pake fakta, Bung @kompascom: Kalau PDIP Adem Ayem, Artinya Ada Deal Penunjukan Badrodin http://kom.ps/AFqKLU  @PintarPolitik","Kalo ngomong pake pakta, Bang @kompascom: Kalo PDIP Adem Ayem, Artinye Ada Deal Penunjukan Badrodin http://kom.ps/AFqKLU  @PintarPolitik"
indolem-train-3442,2 Kantor Dinas Pemerintah Provinsi Ini Kibarkan Bendera Merah Putih Koyak http://dlvr.it/8g7sWS,Due kantor dines pemerentah propinsi inih dibentangkan umbul-umbul merah putih sobek http://dlvr.it/8g7sWS
indolem-test-820,"Ini adalah 1x sy pakai airy.Kesan 1 memang beda pelayanan dengan hotel berbintang,but fine.Kaget surprise dan seneng bngt dpt box meal free pula.Kebersihan kerapihan kamar keren dexh.Apalagi kamar mandi bathup mantabbb wes.sayang Ac kurang dingin,TV mati hidup swndiri berulang2 bahkan respon receptionist buruk.Internet juelek pollll.lumayan aja wes","Eni ntu 1x aye pake airu.Kesan 1 emang beda pelayanan ama hotel bebintang, tapi kaga ape-ape.Kaget ngagetin ame girang amat dapet kotak gegares gratis juge.Keresikan kerapian pangkeng keren deh.Apelagi sumur tempat berendemnye mantep dah.sayang Ac kurang adem, Tipi mati idup dewek ngulang-ulang ampe respon resepsionis jelek.Internet butut banget.mayan aje dah"
emot-train-2722,"Iya, saya sadar saya tidak dibutuhkan. Saya sadar kemana saya harus pergi. Tapi kenapa setiap saya pergi selalu dicari? Apakah saya hanya diperlukan pada saat dibutuhkan saja?","Iye, aye sadar kagak dibutuhin. Aye sadar kemane aye kudu minggat. Tapi kenape setiap aye minggat selalu dicari? Ape aye tibang diperluin pas dibutuhin aje?"
emot-train-3101,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,Apè ntu kêposèsipan ayè amè sobat ayè ngêri diapè-apèin amè L/ Apè ayè cêmburu karna ayè lagi kagak adè gèbètan nyang bisè diajak jalan/ Apè ayè ngêri kêilangan sobat/ Apè ayè cêmburu karna E dêkêt amè L
emot-train-1319,Cara batalin tempat sampah made in jerman yg sudah terlanjur diadakan oleh gub sebelumnnya gimana pak??? Apa kita belah jadi dua biar ahoker pada happy?? Kalian ini kok kerjanya nyinyirin gubernur anies bae..,Carè batalin têmpat sampah buatan Jèrman nyang udèh têlanjur diadèin olèh gubêrnur sêbêlonnyè gimanè Pak??? Apè kitè bêlah jadi duè supayè Ahokêr padè bahagiè?? Lu padè êni kok gawènyè nyinyirin gubêrnur Anies baè..
emot-test-107,"Lah elu yang harusnya ditanya teh, kenapa bisa berasumsi guw mah kacang tanpa kulit, maksudnya apa hayo? Ke sana juga kan maksud loooo","Lah elu nyang kudunye ditanye mpok, kenape bise nganggep gue mah kacang tanpe kulit, maksudnye ape hayo? Ke sono juga kan maksud loooo"
indolem-train-2780,"Masih belum bisa move on after KONSER DARI HATI AFGAN semalem, one of my fave song, so heartbreaker? https://instagram.com/p/zqcQhRiGvK/ ","Masing bêlon bisa pindah sêtêlah KONSÈR DARI ATI AFGAN sêmalêm, salah atu lagu paporit guah, amat patah ati? https://instagram.com/p/zqcQhRiGvK/ "
indolem-validation-247,Botul tuh >> PDIP Dinilai Aneh bila Terima Badrodin Kapolri via @inilahdotcom http://ini.la/2180858,Botol tuh >> PDIP Dinilai Aneh kalo Terime Bdrodin Kapolri lewat @inilahdotcom http://ini.la/2180858
indolem-test-755,"kotor..seprei banyak nodanya..handuk juga,keliatam kamar jarang dibersihin..reception cuma sendiri..jadi lama kalau minta peralatan mandi..lantai kotor...","Cebrik...sepre penuh nodanye...kaen anduk juge, keliatannye pangkeng jarang dibenain..pelayannye cume dewekan.. jadi lelet kalo minta alat mandi.. ubin cebrik..."
emot-train-899,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.","Kagak heran sih ama sopir ojek mobil nyang ribut macet. Sama kek gue ngeluh pas lage gawe. Terserah dah Pak, aye pure-pure budeg. Capek juge soalnye. "
indolem-test-335,Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma,Pêlayanannyah amat cakêp Têtapi pangkèngnyah kurang rêsik Rada sêdikit apêk Dan kèk wisma
indolem-train-897,Buat apa lah susah cari kesana kesini sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr,Buat ape dah suse nyari kesono kesini udeh didepan mate? ? Kamulah Takdirku dari Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr
indolem-train-2902,"Kadang, mereka yg pergi kadang karena terlalu lelah untuk bertahan. :')","Kadang, mêrèka nyang pêgi kadang karna kêbangêtan lêlah buat bêrtahan. :')"
indolem-train-2361,Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,Kerasan & mayan resik. Anggepan aye pilian nyarap kurang bermacem-macem ama hot spot wipi kudu ditambah.
emot-validation-391,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.,aye berusaha betahan ame keadaan dimane aye di ganggu dari  banyak sisi (romongan wadon laennye yang kagum bakal muke manusie yang aye ceritain sebelomnye) di katain soalnye terlalu sering berduaan. di kirikin banyak surta-surat anceman dari banyak rombongan wadon di tiap kelas yang berbeda.
emot-train-627,"Seringkali kita luput menyadari, betapa banyaknya kita meminta cinta dri orang lain betapa bnyknya kita mminta perhatian dri orang lain, tapi betpa sedikitnya kita memberi cinta dan perhatian pda org lain #fiersabesari","Sering banget kite lupe sadar, betape seringnye kite nagih cinte diri orang laen betape seringnye kite nagih peratian dari orang laen, tapi betape seupritnye kite ngasih cinte dan peratian pade orang laen #fierabesari "
emot-train-739,"Lu sebut ""Bumi Pancasila""? Ustadz lu sebut, ""PANTATCINA"". Demokrasi = thoghut. OTAK","Lu kate “Bumi Pancasila”? Ustad lu kate, “PANTATCINA”. Demokrasi = thogut. NGOTAK"
indolem-train-2428,"ac kamar berisik, staf hotel tidak ramah, makanan kurang sip","ac pangkeng brisik, bawahan hotel kagak ajer, gegeres kureng siap "
emot-test-186,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tnp sengaja. Dlm satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL],Cinte dateng tanpe di rencanain Cinte dateng begitu aje Kaga perne ade waktu ama tempat buat cinte beneran Semuenye kejadi kaga sengaje. Dalem atu detak jantung Dalem atu irama Tapi bise ngasilin Momen nyang penuh arti #keseleoCinte #EpekGaBiseMolor [URL]
indolem-train-2111,Shower dan pemanas kamar no 7 lantai 2 perlu diperbaiki,Pancoran dan pemanas pangkeng no 7 lantai 2 kudu dibenerin
emot-train-3103,Hey kamuuhhh!! semoga qt dijauhkan dari keputusan yang bodoh ituu Selamat menjalankan ibadah puasa juga budiirrr@olfi_opi,Hei eluuuhhh!! semoge kite dijauhin dari keputusan yang gebleg ntu Selamet ngejalanin ibadeh puase juge budiirrr@olfi_opi
emot-train-718,"Karna orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini,andai nyawa dia sendiri yg dimintak oleh IBU PERTIWI agar bangsa ini maju,sejahtera dan Adil beliu pasti berikan.salam sy buat sodara yg ada dipapua [USERNAME]","karna orang (presiden kite jkw) inih emang dapet pesen buat ngerjain inih, cobe nyawa die ndiri nyang ditagih ame Enyak Pertiwi biar bangse inih maju, sejahtera, dan adil die pasti ngasih. salam aye buat sanak yang ade di Papua [USERNAME]"
emot-train-1754,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )","Aye sadarin satu pilihan aye bareng elu di tempat ini, jalanin hari pake semangat yangbaru, walao kagak seindah yang aye arepin, kagak serungseb yang aye bayangin, aye tetep berdiri jalanin hari penuh warne (yang ngarti pasti pade nyanyi )"
indolem-train-1398,"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 ","PDIP Dinilei Aneh Bile Nrime Badrodin Kapolri: INILEHCOM, Jakarte - Anggote Komisi III DPR Praksi Golkar, Bam... http://bit.ly/1Lp7288 "
indolem-train-2329,"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks","sayangnyah: 1. anduknyah apêk 2. odolnyah bêkas wayah guah buka, udah kêpakè 3. WiFi ora sampè kê pangkèng 4. alamat romannyah ora sêsuè. kudunyah Dangdeur Indah 1 nomor 20 bukan Dangdeur Indah nomor 20. têrima kasih"
emot-train-46,"anjiir via vallen digituin sm nih org dan dia casually cm blg ""are u angry"" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa","njay via vallen dianuin ama nih orang dan die sante cuma ngomong ""ape elu kesel?"" hmm emang hal kek gitu udeh biase ntu sih buat bule paling utame asal negare-negare Eropa  "
indolem-test-464,"Fasilitas lengkap, untuk kebersihan tempat tidur (bantal, selimut dan sprei) tolong diperhatikan. Karena lumayan kotor.","Pasilitas lengkap, buat keresikan tilam (bantal, ambal ama sepre) tulung diperatiin. Karne lumayan ngeres. "
indolem-train-3488,ga ad air panas ny.  tidak sesuai dengan promosi,kaga ade aer panas nye.  kaga sesuei ama promosi
indolem-train-2556,Tolong jangan datang (lagi) kalau hanya untuk menyakiti (lagi) dan kamu pergi (lagi).,Tolong jangan dateng (lage) kalo hanye buat nyakitin (lage) dan elu kabur (lage).
