id,paragraph,author_id
3974,"Awala'na katte ngaseng appare rencana ero kemae liburan. Katte ngaseng sepakat mae liburanri Jogja nasaba' nia' sijuta kagammarakangg alamna, sejarah, panganreang siagang maraenga. Katte a'bala-bala ri Jogja berlibur 5 allo appa banggi. Ri allo makase're, katte mae ri Malioboro akkaliling, siagang mae ri alun-alun keraton. Tena akkalupa anganre gudeg, ronde siagang abbalanja ri Pasara' Beringharjo. Ri allo makarua, katte mae ri Kassi' Parangtritis siagang ri Paralayang attayangi la'bu alloa. Ri Hari makatallu katte mae ri Candi Prambanan, anne candia luara' ki siagang ri alloa anjo bambangi. Rinjo katte mae appoto nasaba' jai rinjo spot appoto. Ri allo makaappa, katte akkaliling Jogja angandre siagang ammali oleh-oleh nampa mae ri Bukit Bintang. ",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
2837,"Senang ku ri rinne ri kota Surabaya tampa’ na kampusku niak, jai gedung-gedung tinggi ka ri kota ku tena niak macet ri rinne nampai jai mall. Ka nakke punna bosanga, lampa ja ri mall ka palappasa stress ku.  Niak tong ku kasia’ pengalaman kodi ku, anjo ku nakku’ ki totoa na andikku. Anjomi ku ammotere ri allo sabtu minggu na ri kota ku. Tea totoa na andikku ji ku nakku’ ki niak meong ku poe ku nakku’ ki ka nakke jai meong ri balla ku ku tutui. Untung na ri kampusku jai ji meong kulle ji na obati nakku’ ki ri meong-meong ri balla ku.",1pRHI9V262eZttxXfwO7DOI_V8eKgfjxEG4M7Xnb1ykk
2449,"Anne alloa antu mi niak tallu perubahan nyata niak na mae ri beranda Quora ku nakke. Anne mi ungkapan ekspres kehilangan ku nakka. Iyaa antu annae alloa tena na ni cinik niak ujung batang hidup na, padahal subangngi niak inji absen allo allo. Selebriti Papan atas Quora Mr / Mrs Anonim. Anjo ngaseng pengguna Quora pasti na isseng ngi anne artis ka. Anne taua biasan na na tulisik kulle labbi battu ri sampulo artikel lalang na sekre allo. Isseng kana ngapa na lekba na anne regulasi berua ni pake mi , beliau anne lanyak mi singkamma na nilammak ki linoa. Niak ngissengi kamaei iyaa?.",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
283,"Kampong halaman ku iamiantu Salatiga. Tepatna ri sebuah kompleks ballak siagang 40 ballak ni pamantangi, kebetulang nakke sekeluarga kale-kale umat Muslim. Mulai ri cakdi ku punna wattu paklakpassang tena ammari-maring na taung ku battu assiara ri ballak biasa sanggeng na simingu lekbak na paklappassang. Ruang tamu ku gannak untuk 10 tau jari para tetanggaku tina na akkulle battu appada-pada. Punna niak sekre keluarga nakke langsung antamak ri dapur untuk apparek minumang. Siagang sikuntung dumpi mantega lekbak mi ku pasadia ri meja tamu sebelumna sambayang paklappassang. 
Tenapa na lakbusuk caritayya tena na sallo niak pole battu sekre keluarga anyungke pagar. Assisambeang accidong siagang tamu maraengan, ammakku mulai na kioka untuk assuluk massing palakpopporok salang, siagang angngalle cangiriki pang-nginunganna lakbusuka sumpaeng untuk ku erang ammoterek ri dapur. 
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
5377,"Mingka punna ri pengalamanku. Ka injo kopiyya loe i rupa rupa na jinisik jinisikna, na iami injo parallu tongi nipassicoco ri kale pakaramulanna. Riolo, nakke sampang anginunga kopi, napadumba dumbaki jantungku. Ia mi inne, la nakodi pakkasiakku. Sallo lekbana injo, tena ku anginung kopi. Mingka, lekbakku appilajara passala inne kopiyya, nakumbutuluki kopi accocoka ku inung. Iami injo kopi arabica, kamma punna nicampuruki injo arabicayya na robusta, paling rawana campuran sitangnga sitannga. Punna rungnganna kurappa misse pakkasia marak maraenga lekbaku a nginung kopi. Mingka passala inne, anu ri kalengku tonji. Maraeng tau maraeng tongi cocokna. Kammami nia urangku, ia isse tena nacocok mange ri kopi arabicayya. Nipanaiki kacci kacci ri battanna punna nginung manna siaggokja. ",1vnWDUPoyjuL0LnxYKBy1g-Lf28PjFNqAv85z2nfgT64
5121,"Pakkasiak dumbaka surang mallak nasabak anjari narasumber kulleji niatasi punna ni issengi antekamma batena. Nakuai penelitia, Robert, ota’ ji atoroki anjo ngaseng kalea sollanna kullei nakasiak dumbaka surang mallak. Njari nakana Robert kulle jaki kontrolki, pabajiki pakkasiakta, pikkiriki anjo ngaseng pakarannu-rannua, kaluppai ngaseng parek dangngalaki ulungta, iso’ki anginga lalang ri kakmurungta nampa pasuluki, nassanami kurangi anjo dumba’ta salla’. Ki percaya kalengta, ka katteji la accarita njari narasumber, tala niak maraeng bajikangngang na katte. Punna ki coba anjo ngaseng sumpaeka, kullei lannya’ antu pakkasiak mallakta, dumba’ siagang nekkerek napakammatena kulle accarita ri dallekangna jai tau kamase. Kullei lancarak bateta appaj nampa tena nikaluppai apa la nikana.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
2347,"Ammak ku nakke, tau na ngai teng, lalang na si allo minimal ping rua ii nginung teng, baribbasak siagang karueng. Anjari penduduk asli ri kota caddi ri Jawa Tengah, Teh na antu tantu mi NasTel mingka manisik na tena na manisik dudu, siagang niak nyamikan anjari pendamping. Ku tayangi mi bapak ku nakke nginung teng todong, mingka tena na singkamma ammak ku antu na nikmati teng na. Bapak ku na tayang ngi anjo teng nga sanggeng na dingin nampa na inungi sekre gelasakna lalang sekre teguk. Kah riolo wattu ku caddi ri ballak ku nakke sanging lomba ka nginung paling tippa teng singkamma Bapak ku.",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
4112,"Ri wattuna ero'mi attianang baineku, nasaba' baineku anne nakana nia'mi flek ri kuli'na. Katte le'bami attanya-tanya mengenai attianang anak makase're baji ri aganga, bidan, siagang tau toayya. Nakana tau maraenga, attianangna anak makase're anjo salloi, kullei sanggena rua belas ji  pansungkean makase're sanggena makasampulo anjari nakke a'lea lea. Tiba-ntiba le'bana ammotere ri masiji' assambayang, baineku tindroi ri kasoro'ka je'ne ketubanna a'loloro'mi. Anjari nakke ta'bangka siagang panik. sawala'na iangaseng kaparaluanna attianang le'bami dipaissengangi siagang bidanka le'bami ripatataja ri taska. Nakke langsunga telepongi tau taoakuSawala'na nia mangeku kulle akkendara oto anjari latte langsung mae ri bidanka. Akhirna ri bari'basaka annaku lahiri'mi battala'na tallu koma pitu kilo siagang longgana limampulo centimeter, bayi lompo ri attianang makase're siagang proses attianangna normalki.",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
3361,"Parasut na mantung payung anjo a’raga ekstrem ri boli ki ri bokoang na ngaseng pakarena na, na kulle angngambang punna mantungmi cara na antu ri beso' ki tuas na battu ri parasut na. Parasut na poe ri erang rua, ka se're na anjari cadangangi. A'raga mantung payung poe ri butukangi siap na mental ka sebelum na bangkenga na onjo' butta ya ri rawa. Anjomi ri siapkan awala na sebelum na mantung, anjo pelatih na na surui pakarena na ngaseng na longgarkan kaleanna. Na kulle lentur anjo otot-otot na pakarena na ngaseng. Ri gaukangi anjo perengangan ri kalea na kulle na kurangi kasia' dumba-dumba na punna mantung maki battu ri langi' ka.",1pRHI9V262eZttxXfwO7DOI_V8eKgfjxEG4M7Xnb1ykk
998,"Action Figrue dasarak na memang karenang ji, mingka kamma anne jai mo berkembang anjari barang bajika ni bolik. Apalagina punna anne action figure ka erok ki panjari invertasi, parallu pilajrang khusus na labbi lalang pa. “Niak kolektor bolik anjo action figure na lalang tampak na inji, lalang dos na kamma anjo, mingka na pajang ji. Anjo tinngi nilai ka kah singkamma ji kana beru” nakana Bellarminus ‘Billy’ Pratomo, katua na komunitas action figure Indonesia (KAFI), lampa mae ri DetikFinance ri Jakarta,subangngi. Punna action figure ni pasuluki battu ri tampakna ato dos na , kulle naong harga na. “Punna ni balukkangi kulle ji laku 50-60 persen battu ri hargana di balli” .",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
4384,"Niak cammikku kusare areng sopi, punna kusareangi susu cammi, teai na inung, tappelak-pelakji pole. Mingka punna kusareangi susu biasayya na inung taua, sanna’ nangaina, napilakbusi poeng, tassinampe erokmi issedek. Paling nangai punna susu vanila kebo’. Biasa nakke takbangkaya ngurana punna susu cammi teai na inung. Ballassima nakke punna sirakbukang susu siagang cammiku. Njari nakua kakangku, naisseng tongi kapang anjo cammika kua anne susu biasayya nainung taua, loe kabajikanna. Ka kullei na kassaki buku’ siagang gigina, na para’raki poeng tinroa siagang naoptimalkangi ota’ka. Anjo punna taua nginungi, punna cammi tena tong kuissengi. Njari ambamo rajing-rajingki angnginung susu, nasabak cammi pole na ngai’i, masa’ katte tena.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
587,"Cbt melibatkan sekre tau niaka anjama ribidang terapis iareka psikolog untuk membantu memahami siagang mengubah cara paraia appikkirik. Lalang kasus fobia, anne berarti antekamma paraia appikkirik siagang merasakan tentang hal na sabak munculuk rasa mallak. 
Sekre tau akan mengidentifikasi pikkiran irasional, berkaitan siagang fobia siagang ammake teknik untuk assambei pikkiran anjo siagang lebih liba. CBT biasana membutuhkan sikuntung sesi. Tergantung ri prefensi siagang cakupan asuransi paraia, seseorang kulle memilih untuk angngalle bagian lalang cbt lalang pengaturan sekre lawan sekre iareka kelompok. 
Metode pengobatan anne sannak bermanfaat mae ri pamilik phobia sabak siagang mengubah pola pikir seorang pengidap phobia sabak rasa mallak berlebihan akan berkurang sikdik demi sikdik jari anjo taua tena na merasa mallak berlebihan mae ri benda-benda iareka kanre-kanreang.
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
2645,"Punna fobia, fobia mako. Kana mako tena nu ngai memang. Edede na bawa bawa ii poeng sejarah sede. Sannak gampang na ni cap tau lainga anjari ekstrimis, fobia (homofobia lah, trans fobia lahh) tena na open minded. Bahkan iyaa kaleng kaleng na tena na paham ki niak arti na anjo fobia, open minded siagang ekstrimis apa kah antu. Nakke todong tena ku paham ki. Iyaa na kana, homo seks teai garring. Iyaa arti na memang berani na kana siagang na bawa bawa “hasselek penelitian” kana niak berani akkana anjo bawaan genetik anjo tena na kulle ni sangkal. Padahal penelitian na anjo tong ja tena pa na sempurna. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
2116,"Lekbaki naikmi Adang Daeng Makleok aimakbang bolo. Sallo-salloi i rate ri puloa aklamparni sarikbattana nampa nakana ri pikkiranna materni anne andikku, kugappami bainenna. Naia Adang Daeng Makleok taena tonja nasallo i rate ri puloa nammoterekmo naung ri hiring kassika. Lan nasak mi ka taenami nacinik sarikbattanna siagang biseanna. Ammoterekmi naik ri puloa am patappasaki kalenna nalanri pakrisikna pakmaikna. Sanggenna naik naum mi anngarruk ri biring kassika. Ni lanngerek mi ri sikayua jukuk manngiwang. Nakanamo anjo kukuk manngiwanga, "" Anngapako nulussak kamma antu kucinik?"" Appauimi Adang Daeng Makleok na nacarita sikamma kasusanna, appakaramula ri pakaramulanna sanggenna mange ri kalakbusanna. Nakanamo anjo jukuk man ngiwanga, ""Punna tappakjako ri nakke , erokjako kulurang anraik ri pakrasangannu.'' Nakanamo Adang Daeng Makleok, "" Ba, tappakja.""",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
513,"Kamerun naparek heboh Piala Dunia taung 1990 ri Italia lekbakna na beta juara bertahan argentina ri laga panyungke. Bahkan, paraia kulle lolos sanggengna babak perempat final. Mingka keanehan terjadi wattunna Kamerun anghadapi Kolombia ri babak 16 lompo. Ri babak pertama paklabuang wattu lekbakna ruayya tim akkarena tanpa gol ri 90 manit, Kiper kolombia Rene Higuita assuluk ri rukmungna siagang terjadi blunder sehingga kajariang Kamerun ammeta 2-1. Higuita iamiantu kiper siagang kalakuan paling aneh siagang anggupa julukan El Lock iareka The Crazy One. Ia poeng lekabk antamak ri tarungkua sabak kasus paklukka. Sungguh anjari kajadian tena terduga sabak ia anjari kiper utama mingka lekbak antamak ri tarungkua sabak kasus palukka kang.",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
5004,"Jaiji olahraga kulle napilei anak-anaka ri sikolana, niak bulutangkis, tenis, lari, pokokna anak-anaka mami ammilei. Mingka injo arengna olahragayya jai jenisna, niak olahraga iareka parallu niawasi ri tau toana, ka bisa punna olahragami surang agangna, akbesereki punna mangngangmi atau punna niak nibeta. Iamintu parallu niajarak tassikekdek anak-anakta sollanna kulle na isseng kua injo arengna olahragayya nassami niak ammeta niak nibeta, anjomi nikua proses. Punna erokki bajik, pauangi kua tenaja na ngapa punna nibetai sollanna kullei appilajarak sanggenna pila’ bajik batena olahraga. Punna sanging ammeta tala bajik tongi ka tena appilajarak punna antekamma batena ambangung punna mattungi salla’. Battu cakdi memangji parallu nipaisseng kammayya anjo sollanna kullei bajik panggauknna lompo salla’.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
4841,"Rini nangai mentongi aklampa-lampaya mange ri kota maraenga, manna kale-kalengna aklampaji. Niak kajariang wattunna ri Surabaya, la aklampai mange ri pasarak Turi, lekbakmi passang tike’ bus kale-kalengna, napilei tettek sampuloa. Mingka anne pas anjo alloa, niak agangna kioki sibuntuluk ri sekre tampak. Njari sibuntuluk memangmi tettek sagang tuju, naperkirakangi sekre jang anjo ganna’mi accarita surang anjo agangna. Sitojeng wattunna sicinik, sallona accarita, makka’-makkalak sipakrua, appoto-poto saggenna tena nakasiaki kua tettek sampulo sekremi anne. Wattunna cinik jang, nampaiki takkallasak nyawana Rini nasabak nassa aklampami anne bus na. Napaumi ri agangna anu niak la na mangei mingka tenamo na anjari nasabak nassami nibokoina ri pakdongkokangna.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
532,"Sannak luar biasa! Indonesia Open bungasakna nakke accinik secara langsung iamiantu Indonesia Open 2018 ri Istora Senayan. Wattu cakdi kulle ancinik ri televisi siagang  kamma anne kulle ancinik secara langsung ri Istora. Suarakna poeng iamiantu ri wattuna final, siagang pastina sekre Istora rassi (Allena Istora 7000an tau) siagang suporter Indonesia maraenganna battu ri tangnga allo sanggengna bangngi tena na ammonok-mono pandukungna pamain idola paraia. 
Ri wattua niak 2 wakkele Indonesia ancapai final, ri sektor Ganda Putra Kevin/Marcus, siagang poeng sektor Ganda Campuran Owi/butet. Beruntungna rua wakkele Indonesia anjo anjari Juara ri Indonesia Open, jari tena na sia-sia ancinik final siagang tiker VIP.
Hal na pareka tena ku kecewa ancinik Indonesia Open secara langsung iamiantu sabak Indonesia Open anne sala sekre battu ri 3 tournament paling tinggi (BWF World Tour Super 1000) siagang paling bergengsi ri linoa, salain All England siagang Cona Open. Bahkan Indonesia Open ri wattu anjo anjari tournament linoa siagang hadiana paling lompo, jari tenaja ni heran.
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
4159,"Ri wattuna mempo ri bangku sikolayya nakke ero' allanjutkan kuliah ri Universitas Negeri Gadjah Mada. Tena nia' alasan maraeng kenapa wajikki rinjo, mingka kuliah ri UGM wajikki riondang. Singkat caritana ri wattuna pendaftaranga nakke paanjari UGM pammileang makase're siagang makarua, iakanneng pammileang makatallu nakke ri Universitas Brawijaya nasaba' atutanna wajikki andattara' se're ri universitas pammatangang mantanga. Ri wattuna jalur pakkioka tena kululusu' anjari nakke lanjut ri jalur tes ri UGM ri pilihan makase're siagang maka rua. Ri tanggala' tallumpulo se're nakke tes lagi lagi tena na rawang. Sawe sike'de' tappu asa siagang tenamo ero ' allanjutkan poe anne proseska. Nia' inji jalur gallang anne ri jalur utul se're siagang utul rua, lagi lagi tena nakulle lulusu'",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
4338,"Niak anjo sekre kanre tradisional lekbaki viral ri baritayya, punna ri Jakarta nisa'buki klepon, mingka kinne katte ri Mangkasarak maraengi arenna, iamintu onde-onde. Anne onde-onde biasana niparek punna niak pakgaukang kammayya antamak ballak, niak tau la bunting, siagang punna lekbakki ammalli motorok atau oto beru, pasti ni-onde-ondei rolo'. Bundalaka bentukna anne onde-ondeyya, warna muncongbulo, nisapuki kaluku paru', lalangna onde-ondeyya nibonei golla eja, punna nikanrei assolong mami golla ejana ri lalang bawayya, nyamang mamo dende. Paling ga'ga punna nikanrei nipassurangi kopi atau teh siagang ngasengki tetanggayya akborong-borong sambil pilangngeri biduanga akkelong. Accicinik tommaki poeng pillengna Indosiar, odende anu seru mamo memang anne onde-ondeyya.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
1678,"Sejati na FIA, Renault, Nelson Piquet Jr siagang Felipe Massa kulle ji na tuntut Flavio Briatore siagang Pat Symonds barak kulle ni ekstradisi siagang ni adili ri pengadilan ri Singapura. Mingka pemerentah na Singapura tena na kulle na pakarammula proses hukum ka kah kullei ak dampak negatif mae ri reputasi na negara na. Ri anne kasus ka anjo ji bawang Pat Symonds antu kulle ni ekstradisi kah Symond antu kewarganegaraan Inggris antu kamae Inggris na punna perjanjian ekstradisi siagang Singapura kah faktor na Commonwealth sedangkan Briatore tena na kulle ni ekstradisi kah iyaa antu mi warga negara Italia anjo wattua. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
3854,"Makaroni Schotelka anne kanreang ripare ri makaroni, keju, susu, mantega, assi, sosis, tuna, talloro, lasuna bombay, jamur, kentang cocoki anjari kanreang ri banggi tahung berua ruampulo sabbu ruampulo tiga. Makaroni schoetel anjo jai anggaiki baji' anak-anakka siagang tau toayya. Makaroni schotelka anne tenaja ri panggang tarrusuki bawang, kulle tonji ri kukkusu siagang ri sanggara nampa nyamang tongji rasanna. Makase're ripallui rolo makaronia sagang tuju sanggenna sampulo manne'. Makarua, tumisiji bacon siagang kornet. Makatallu, ricincangi lasuna bombayya lasuna kebo'ka nampa ritumisi'ki. Makaappa, ripantamaki assi siagang baconga tumisi'ki. Makalima ripantama'ki mantega, tarigu, bubbuk pala, siagang marica. Makaannang, ripantama'ki susua adukki sangenna kantala'ki/. Makasagangtuju, ripantama'ki keju siagang tumisanga tadi ri lalangna loyanga. Makasambilang, riparokki keju ri ratena makaronia. Makasampulo ripanggangi ri ovenga tallumpulo manne sanggenna kullei ripatala'.",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
26,"Angnganre bari’basa loe antu kabajikanna mange ri batang kalengta, manuru’ mange ri penelitiang angkana angnganre bari’basa na sareki ka senggeanh untu aktipitas siagang appanaiki konsentrasi. 
Mingka paralluki appare kanre baribasa bajika gisi na assingkamma appare nasi kuning a’rupa-rupa ka’dokanna iamiantu bayao, dageng, jangang passe rica-rica siagang maraenganna.
I lalang parekanna anne nasi kuning assisala punna appareki kanre maraenganna baji antu kasi’na iareka bate pare’na. Carana ni pare anne nasi kuning, punna maraenganna ni pare ammake je’ne biasa, mingka anne nasi kuning ni pallu ammake je’ne santang kantala siagang rampa-rampa maraeng supaya tamba na passipaki  kasia’na anjo kanre ni pareka. 
Partama-tama ni pallu santangna na ni panaung pole raung salam, cengkeh, sarre, kayu tanning, marica, siagang ce’la. Ni garu sanggengna a’rere. Nampa ni campurumi anjo santang siagang berasa, ni pallu sanggengna ti’no iareka anjari kanre. Nasi kuning akkullemi ini kanre. Apparekki nasi kuning ri ballata tonji akkulleki pa’rupa-rupa ka’dokang maraenganna siagang gangang-gangang tambahang ni ngaia.",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
