id,paragraph,author_id
3270,"Salah sada mocom ni kamera na unik na adong sannari on,  ima kamera na kuhus bisa di oban tu bagasan ni aek. Kamera Underwater ima kamera na biasana di gunaon molo giot mambuat momen-momen sanga pe pemandangan sian bagasan ni aek. Kamera on biasana bisa do i di oban marlange, snorkeling, sanga ke dioban tu kendaraan di toru ni aek, na bisa di operasion sian remot. Bahat do  kamera sannari na bisa di oban tu aek. Sannari on bahat do i kamera na tahan aek na bisa di dalan kon secara otomatis sian jarak na dao. Harana maju na teknologi sannari.",1xpk7uy0VhzTY1ZTa4QXKMjKfB7g9z7rkFLdezBHbvyk
2506,"Mamereng akka jolma na asing langkana mansai sogo do roha ni si Marihot, ido umbahen molo adong di parsikkolaonna baoa sai rap dohot baoa torus pintor sai naeng muruk do ibana. Mansai godang borua na boi bahenon molo naeng halletna, alai on nunga mansai marimbar hian. Ndang adong sidalian na pasintonghon ikkon mardongan sautna annon tu sasama. Boha do annon berengon ni halak, mansai roha hian ma. Ido sai dibahen ibana ma akka pandapot tu kapala na adong di parsikkolaonna asa dibahen sada ruhut na mansai karas, manang ise pe na hadapotan mardongan tu sasama pintor hatop ma dipakaluar sian inganan i",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
2739,"Paiaskon pakarangan inda soppat au satiop hari mangkarejoon na. paiaskon pakarangan ni bagas ku biasana hu karejoon doppak waktu luang. Harana molo waktu karejo inda soppat au mangkarejoon sanga aha. Molo madung luang waktu nai biasa na au paiaskon pakarangan ku, manyapu na, mambabat rumput nai, pature bunga-bunga na madung malos. Molo adong bunga na madung mate biasana hu ambukkon do i, habis i hu gotti dohot na baru bunga nai, hu tanom bunga na baru, hu tata rapi bunga nai di jolo di bagas ku. Molo madung hu tata rapi, hu sapu ma sude kaliling ni bagas ku i. Molo ias pakarangan ni hita job do roha ni hita mangaligin na. ",1xpk7uy0VhzTY1ZTa4QXKMjKfB7g9z7rkFLdezBHbvyk
1948,"Molo si Nanci karejo saonari di bank ma na adong di Jakarta, nunga sampulu taon ibana naung karejo disi. Lam taon lam nakkok do pangkatna alana mansai godang do parubahon na denggan na boi dibahen ibana asa denggan sude na di kantor i. Molo naeng lao tu kantor ikkon gok do parjuangan na diahapna, tarlumobi diingot ibana tikki parjolo sahali ibana masuk tu kantor i. Ikkon lao ma ibana sian jabu jam tonga onom nai, alana dao do holang sian inganan na tu kantor nai. Somalna ibana lao markareta do, marjuang dope annon nakkok kareta i alani godang ni jolma na naeng lao karejo manogot nai",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
2354,"Adong pe akka salisi pandapot na adong tikki mardongan on, na boi niantusan doi. Molo adong pe pintor hatop ma dipasae, unang ma sampe marganjang sautna lam balga ma annon parsalisian gabe maol ma pasaehon. Unang ma gabe maol-maol hita manjalo maap molo tung pe adong hasalaon na adong tabahen. Na jotjot tong nibereng naso olo do mangangku di hasalaonna, hape di joloan ni ari gabe marganjang ma torus marsiboan akka jugul na be. Umbahen i mansai porlu do rampak mambahen na denggan, alana molo so hita be mambahen na denggan, ndang tarhona halak naro sian luat na asing annon.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
341,"Hasil SBMPTN 2020 hi ima ndang lulus. Ndang lolos ahu. Nion panolakan padua halihon dung SNMPTN. Dua hali ma ahu ditolak universitas na sarupa. Gap year memang ndang marmasalah kan? Nata pe ingkon gogo mental laho mangitropeksi diri parjolo. Tangis do ahu ndang lulus taon on. Ingkon sabam ma roha mambege hata ni jolma angka na julid di humalianghu. Ra usahahu hurang do pe, tangiang na pe hurang gogo. Nungga sukkup 2 hali ditolak. Taon na ro ndang olo be au mandaftar disan. Nungga tata rohangku tu universitas i. Sai anggiat taon na ro dilehon hasompatan asa kuliah ahu. Amin.",1m6Av_g88nbD0mVArNiziX9yiYJdc1nJjr1I0ncETcNo
983,"Tarlumobi molo mamboan angka dakdanak ingkon mansai radot do hita asa boi annon halaki sonang di pardalanan i. Naporjolo, ingkon tabereng ma tudia hita lao mardalani. Molo pardalanan na dao, umdenggan unang pola taboan dakdanak. Alana mansai hurang denggan do annon tu dagingna gabe olo ma marsahit annon ala ni lojana. Napaduhon, ingkon taparade ma angka pitamin tu halaki, molo hurang sehat halaki tompu di pardalanan boi ma talean angka pitamin i. Napatoluhon, taboan ma angka pahean panggantina, alana molo matonu annon di pardalanan boi ma adong panggantionna. Gabe molo mamboan dakdanak ingkon mansai manat do hita, asa boi denggan sude.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
1270,"Patik pasampuluhon ditogihon ma hita asa. Nadang jadi haliangan ni roham bagas ni donganmu, ndnag jadi haliangan ni roham dongan saripe ni donganmu, manang naposona baoa manang naposona boruboru, manang lombuna manang hodana, manang dia pe uagasan ni donganmu. Di do lapatan ni? Ondo: Ingkon dihabiari rohanta Debata jala ingkon holong rohanta di Ibana, asa unang hita olo marangkal mangorahi ugasan ni dongan jolma dohot ugasan tinadinghon ni ompuna, siurupan do nasida mangaramoti asa ugasanna. Angkup ni i ndang jadi bolabolaonta pardihuta ni donga jolma manang naposona pe, siapoan do nasida jala sidasdason mandapothon ulaonna hian. Sai tongtong ma taulahon angka na nidok ni patik i.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
4139,"Pernah Imam Al Ghazali menangis hingga kaluar aek matana usai mamimpin sholat shubuh. Peristiwa tersebut mambuat para muridna heran, “on inda kebiasaan guru,” pikir beberapa murid i. Akhirna sala sada sian halai mamberanihon diri manghampiri sang guru. “Aha gerangan na mambuat guru tangis,” sapai ia.Mandapot partanyaan sian halak muridna inda mambuat sang guru langsung manjawab, bahkan Imam Al Ghazali malehen partanyaan marturut-turut tu murid na manyapai nangkin. “Tu Adam a.s diusir Allah sian surga, kenapa pula dohot iblis, panghuni surga na kemudian dilaknat Allah dan manjadi ahlunnaar, sadia bahatkesalahan Adam hingga ia harus manerima hukuman i, sadia bahat pula na dilakuhon iblis.”",1Zm0FgIoFDMzjCt4NPm-eXGYL-PtoKMD__nh0-7R-H4g
2978,"Hari Raya Idul Fitri sanga peLebaran ima momen na inda be asing bagi halak na mar agama islam. Idul fitri i ma na manjadi tanda na madung siap bulan puaso. Idul Fitri diperingati do i satiop tanggal 1 Syawal. Doppak hari i, sude umat muslim di sunnahon mangalaksanaon sholat id mar jamaah. Molo madung siap mangalaksanaon sholat mar jamaah, biasana sude koum mangalanjutkon kagiatan ni mar moop moopan rap manikmati sude hidangan khas hari rayo. Makna ni idul fitri i ima fitrah, idia fitrah i harana madung mangalaksanaon puaso ramadhan mangalawan nafsu. Harani i makana umat muslim mandapot kon fitrah i. ",1xpk7uy0VhzTY1ZTa4QXKMjKfB7g9z7rkFLdezBHbvyk
523,"Sahira sada logu daerah di Indonesia, sejarah Manuk Dadali taranata sukkup manarik laho disimak. manuk Dadali lapatanna ima pidong Garuda. Logu on pe marhosahon nasionalisme, marhite malukishon haperkasaan pidong garuda ima lambang hajayaan Indonesia. Di balik tubuni logu Manuk Dadali, logu on taranata diciptahon si Sambas Mangundikarta, sahalak penyiar radio na ditanda puna soara na borat jala tangkas. Sambas Mangundikarta ima sahalak panurat manang pancipta logu Sunda sian Bandung. Asing ni ditanda ima pancipta logu Sunda, Sambas pe ditanda ima panyiar RRI na dung i pinda tu TVRI gabe penyiar tong. Dimasana, Sambas mansai ditanda ima komentator siaran olahraga, songon sepak bola dohot bulu tangkis, na puna ciri khas suarana na marsemangat dibagas komentar olahragana.",1m6Av_g88nbD0mVArNiziX9yiYJdc1nJjr1I0ncETcNo
3344,"Au SMP sikola di sikola swasta, au masuk tu sikola i harana beasiswa. Au marasal sian kaluarga na hurang mampu. Dongan-dongan ku na di sikola i hampir sude halak na maradong. Molo giot tu sikola inda do jungada ra au di pataru sampe tu jolo ni sikola i, dor do i mijur au di halte na adong di donok sikola ni hami i, sian halte i ma au mardalan tu sikola. Mabiar au hona itcaki dongan-dongan ku harana au di pataru markareta kadang pe dalan ku tu sikola marangkot doi. Harana i makana inda ra au di pataru sampe tu jolo sikola. Dongan-dongan ku na lain dor do i mar motor halai di pataru tu sikola satiop hari. ",1xpk7uy0VhzTY1ZTa4QXKMjKfB7g9z7rkFLdezBHbvyk
1661,"Sarupa ma songon si Binsar, molo si Bonar nuaeng nunga lalap dibahen akka game na adong di HP on, olo do gabe sundat akka karejona di jabu alani na mar game on. Sipata dilagai natorasna ma ibana asa dipaso jo satongkin na margame i asa dikarejoi parjolo na di jabu i. Si Bonar on adong do goarni game na Life After. Songon goar ni game na on do, songon dia ma hita asa boi martahan mangolu. Ndang na ura sipata asa boi hita martahan mangolu, alana mansai godang do alo na naeng pamatehon hita. Boha ma mangalo akka alotta holan sahalak ta do, jala mamakke sinjata na saadongna do. Ido mambahen lalap si Bonar on na mar game i.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
1847,"Molo adong akka naso sintong diulahon akka anakhonta porlu do hita sukkun jo parjolo alana godang do harugion tu dakdanak i molo sai maos talagai ibana. Naparjolo, gabe parbiar ma ibana tu joloan ni ari, ndang olo be annon ibana mangulahon aha na sabotulna las do rohana mangulahon i, alana sai marpikkir ibana molo sala annon gabe muruk natorasna. Napaduahon, gabe tarlambat ma partubuan ni daging dohot pikkiranna, molo tabereng dakdanak na jotjot dilagai molo marsala gabe lambat do ibana marpikkir manang mangulahon ulaonna. Alana adong dibagasan rohana, akka na so denggan na ma sude na diulana. Jala boi ma annon hona tu pisikna",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
1908,"Si Halomoan saonari kalas sada SD, ibana ma siampudan di jabuna. Molo akka bang dohot kakakna nunga balga-balga adong na SMP sahat na mar kulia. Ale parbiar do si Halomoan on molo tonga borngin, boi ma tarboto molo naeng koncing ma ibana borngin nai. Dungo ma ibana jam sada borngin, nga modom sude na adong di jabu. Didungoi ibana ma abangna ndang olo lao mandongani, alana nunga apala tabo modomna, songon i nang kakakna. Ujungna gabe amongna ma digora ibana sian podoman, asa olo mandongani tu pudi lao koncing. Songoni ma ibana molo dungo tonga borngin i, ndang barani be sahalakna",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
51,"Saonari on aha pe boi gabe viral. Naimbaru on di medsos salah sada cemilan siak na lagi viral ima basreng manang bakso goreng kering. Cemilan na diparade pahe bumbu balado dohot bumbu lasiak na horing. Cemilan keripik on pe adong na dilehon varian bahan ima bulung ni utte na mambahen hushusna lamu tabo, Na mambahen on viral alana godang jolma milenial marlomo niroha. Gabe boi ma trdending topik asingni ala kriuk na dung i siak gabe boi angkup ni sipanganon na asing songon mie, indahan. Basreng Pedas on asing ni ndang pahe pengawet,ndang marbau/songik jala tahan leleng ala di goreng pahe miak na bagak. ",1m6Av_g88nbD0mVArNiziX9yiYJdc1nJjr1I0ncETcNo
2263,"Molo lao tu sikkola si Anwar nunga piga hali dilesengi donganna ibana alana sai adong muap sian dagingna naso tabo. Boasa gabe adong songoni dihilala akka donganna on, alana ibana nunga sai idokkon donganna asa boi lam ias jala angur molo mangulahon akka ulaonna. Molo na dongan do mandokkon ikkon boi do begeonta alana ndang na margabus ibana tu hita. Jala hita be ikkon boi do tahilala na adong muap naso tabo sian bagasan ni dagingta umbahen i ikkon boi ma hita lam ias. Molo adong dope na bau boi ma dibahen akka parpum asa um angur dianggo akka jolma na adong di lambungta be. ",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
1602,"Molo si Tiopan na hinalomohon ni rohana molo ekskul mulak sikkola ima marende. Ndang piga halak na lomo rohana marende. Alana um godang do mamillit olahraga marbola, futsal, basket, dohot na asingna. Molo si Tiopan on mansai las rohana marende alana di jabuna pe nunga mansai torus ibana dohot kaluargana marende. Molo di parmingguon pe ibana dohot do parpunguan marende. Ido umbahen gabe mansai tartarik ibana lao marende. Molo marende on na lomo rohana i soara bass ma. Sai torus do dipaima-ima ibana asa boi marende dohot akka dongan-dongan, guru di sikkola na. Sai anggiat boi mangihuti parlumbaan marende haduan.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
2281,"Molo tung pe adong akka parukkilon i na ta adopi unang ma gabe ta pabalga-balga sian dirinta, alana molo tapabalga songon tangis ma hita, manang  muruk tu akka jolma lak ido mambahen gabe diboto akka jolma ujungna. Molo dung diboto akka jolma annon ido mambahen hita ndang boi dame lao pasaehon. Alana marsarita ma annon jolma na sada tu jolma na asing, lam godang ma sautna na mamboto annon. Dibahen i mansai porlu do hita manat marpangaloho, unang annon gabe rarat tabahen ujungna ndang boi sae akka parukkilon i. Na mamillit dongan asa manat makkatai pe hita ikkon mansai bisuk ma.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
2549,"Alana nunga adong dibahen pamarenta akka uhuman mate alani narkoba, alai molo dibereng sahat tu saonari ndang adong sada bukti na mandokkon na nunga moru akka paredaran narkoba di negaranta, gariada mambahen lam godang do tarlumobi di akka naposo. Ganup taon adong do dibahen uhuman mate asa lam jora akka jolma i, alai molo dibereng ndang lam jora akka jolma i, jala ndang adong biarna lao mangulahon hasalaon i. Jala molo lam jotjot dibahen uhuman mate gabe roa ma goarta ni negaranta dijolo di negara na adong di luat portibi on. Mamereng i ikkon dilului pamarenta ma sada ruhut na mansai suman dibahen di tonga-tonga masyarakat",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
3583,"Doppak au kehe tu kosan ni dongan ku, au kehe giot mangaligin dongan ku i na marun. Madung tolu ari ia marun makana ro au tu kosan nia giot mangaligin dongan ku i. Pas sampe au di kosan ni dongan ku i tarsonggot au mangaligin kosan ni ama na dursun. Na bahatan sarop marpayakan, inda jungada di sapu kamar nia i doppak saleleng ia marun. Pas hu ligin tu kamar mandi ni kosan ni dongan ku i adong hu ligin di si panganon na madung busuk. Magigi au mangailigin na harana madung busuk i panganon na, madung bahat ulok-ulok ni na adong di panganon i. Harana i makana hu ambukkon langsung panganon na madung busuk i, hu tolongi dongan ku i paiaskon kosan nia.",1xpk7uy0VhzTY1ZTa4QXKMjKfB7g9z7rkFLdezBHbvyk
1406,"Tarsonggot ma si Tasya nattoari alana hona prank ibana dibahen akka dongan-donganna i sikkola. Dibahen donganna on ma sada sarita na mambahen si Tasya sampe tangis. Dituhas akka dongan-dongan nama si Tasya manakko dompet, alana adong sada na hamagoan dompet sian tas na. Ale dipapinda halaki ma tu tas nisi Tasya dompet on, asa dirippu ibana na mambuat dompet on. Sampe tangis ma ibana alana nunga sude na di kalas i mandokkon ibana na mambuat. Tikki tangis si Tasya adong ma masuk akka donganna borua mambuat kue ulang tahun. Lam tangis ma ibana, alana na dikarejoi donganna do ibana tikki i.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
985,"Dohot dongan tingki parsikkolan i pe sada pardalanon na mansai ringkot do molo boi hita marpungu muse. Tarlumobi nunga piga taon hita rappak boi marpungu di parsikkoloan. Sai godang do angka turiturian ta najolo, boha ma tingki marsiajar, boa hita tingki tarlambat ro tu sikkola, boa hita tingki i pinsang gurutta, boa hita molo mangalusi gurutta. Mansai godang nai angaka carita i na boi tabahen gabe sada siingoton molo marpungu. Boi do hita marpungu di singkola, huhut mangihot sude angka aha na nunga ta dalani na ujui. Ima sada parpunguan na mansai las, boi mambahen denggan sahat tu haduan parpunguan i.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
4658,"Manurut au sendiri LGBT i suatu kelainan na tarjadi pada halak na mambuat halak tersebut manjadi pencinta sesama jenis, atau pencinta tu adaboru dohot alak lai, ataupun manjadi trasngender. anggo di ligin sian sisi agama, memang inda satupe agama di Indonesia na mangajarkon ataupun mamparbolehkon manusia untuk manyukai sesama jenis, harana manusia tarlahir marpasang-pasangan na martujuan untuk malanjutkon keturunan, dan agama pe mangajarkon manusia agar manjadi halak na inda sasuai dohot kodrat seksna.Sedangkon anggo diligin sian sisi kabudayaan Indonesia, LGBT sangat jelas martentangan dohot kebudayaan Indonesia. Maka sian i LGBT inda dapot ditarimo dilingkungan masyarakat Indonesia. Dan bahat sian masyarakat Indonesia manstigma buruk tarhadap pangidap LGBT dan mandeskriminasihon halak-halak pangidap LGBT tarsebut. Halai malakuhon hal tarsebut dohot marbagai alasan, songon mabiar terbawa dan manjadi LGBT, mabiar tartular dohot panyakit-panyakit na disebabkon LGBT, maila margaul dohot halak-halak LGBT, dll.",1Zm0FgIoFDMzjCt4NPm-eXGYL-PtoKMD__nh0-7R-H4g
2444,"Molo naeng lao pe hita mar angkutan umum unang pola pagodanghu hita manginum si inumon andorang so lao dope hita. Na um denggan ma dung nunga sahat hita di ingananta ta inum ma si inumonta. Alana ndang sai binoto adong molo nunga di bagasan hita naeng koncing ma hita, hape so na adong kamar mandi di angkutan ta, olo ma annon gabe leleng ta tahan koncing ta on. Molo boi unang sanga tarpodom hita di angkutan, alana ndang sai ta binoto annon na tarjadi tikki modom hita. Molo nunga modom hita sipata ndang boi be tarjaga manang taboto akka aha na di lambung ta",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
2010,"Tu hita akka panuhor manang panjaha mansai denggan do adong disurat akka pandapot manang punten na dilehon taringot tu sada barang na adong di online manang idia pe. Alana molo nunga tabereng songon dia akka pandapot ni akka jolma i, disi ma adong hainginon dibagasan rohanta lao manuhor. Molo bagak do akka pandapot ni jolma i huilala, pintor hatop do hita lao manuhor, alana porsea hita bagak do barang i nunga godang jolma na mamakke. Alai molo roa do akka pandapot ni akka jolma i, gabe losok rohanta lao manuhor alana mabiar hita ndang bagak na digais nai. Ima denggan na molo adong pandpot tu sada barang na tabereng.",1C_L3J36ue-BoGI1IJcQSlNMd8rwXYXGJwp2lLlfFUsQ
4221,"Platform sosial media pasti mampunai manfaat sebagai media interaksi dan martukar informasi. Twitter manghubungkon pangguna sada dohot pangguna lain secara publik dan dapot saling marbagi informasi dalam bentuk tulisan, foto, hingga video. Layakna sosial media, pangguna dapot saling mambalas tulisan sesuai dohot topik bahasan na sedang tarjadi. Anggo giot mandapatkon informasi na up to date, maka Twitter-lah pilihanna. Adongna trending topics mamungkinkon pangguna untuk mandapatkon informasi na up to date (paling baru), entah dalam hal politik, ekonomi, bisnis, skandal, motivasi, inspirasi, dan sebagaina. Meskipun demikian, inda sude hal na trending i pasti, dapot jadi hoax atau hanya sebatas hiburan. Untuk i, pangguna juo porlu marhati-hati dalam manggunahon Twitter agar inda salah dalam mangambil informasi.",1Zm0FgIoFDMzjCt4NPm-eXGYL-PtoKMD__nh0-7R-H4g
