id,ind_text,tgt_text
emot-validation-215,"Aq lebih takut ama manusia daripada ama setan. Gk pernah ada setan kemanusiaan, tapi kalo manusia kesetanan banyak bahkan seram abis",Urang leuwih sieun ka jelema tibatan setan. Teu pernah aya setan kemanusiaan tapi lamun jelema kasetanan loba bahkan serem pisan
indolem-train-2209,perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,butuh simbut jeung tambahan papan ngaran di gigireun jalan meh teu bingung neang tempat ieu
indolem-validation-97,"Tweeps, ingin tahu manfaat yang bisa Anda dapatkan saat makan ubi jalar? Baca artikelnya di sini -> http://bit.ly/1xTW0lS ","Tweeps, hayang apal mangpaat anu bisa Anjeun meunangkeun pas dahar hui jalar? Baca artikelna didieu -> http://bit.ly/1xTW0lS "
indolem-test-197,Teh hijau bisa meredam rasa lapar sehingga Anda bisa melakukan keputusan rasional tentang apa yang akan Anda makan. [The Nutrition Twins],Teh hejo tiasa ngirangan rasa lapar jadina Anjeun tiasa ngalakukeun kaputusan rasional pikeun naon nu Anjeun bade tuang. [The Nutrition Twins]
indolem-test-890,Aman dan nyaman + ac kurang dingin,Aman sareng nyaman + ac kurang tiis
indolem-train-2097,Politisi PDIP Masih Ngotot Jerat Samad-BW : http://fajar.co.id/headline/2015/02/20/politisi-pdip-masih-ngotot-jerat-samad-bw.html ?,Politisi PDIP Masih Keukeuh Jerat Samad-BW : http://fajar.co.id/headline/2015/02/20politisi-pdip-masih-ngotot-jerat-samad-bw.html ? 
indolem-test-881,warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,warnaan seprei teu bersih..jeung lingkungan kotor..anduk kudu dipenta heula..eta oge dibere hiji..padahal aya dua jelema. jeung pelayanan kurang someah.
emot-train-1239,"Kadang suka kasian sama tukang parkir, kebingungan gitu kalo markirin jet acu saking gedenya. Jadi sekarang prefer naik UFO aja deh. Lebih minimalis tempat parkirnya #KeluhanBorjuis","Kadang sok karunya ka tukang parkir, jiga nu bingung kitu markirkeun jet abdi saking badagna. Jadi ayeuna mah leuwih milih naek UFO weh lah. Leuwih minimalis tempat parkirna #KeluhanBorjuis"
indolem-test-978,"air panas gadak, 2x nginap 2 2 nya bertemu kasurnya","cai panas teu aya, 2x mondok 2 2 na manggihan kasurna"
indolem-train-536,Nabi Dawud memilik kemampuan untuk melunakkan besi hanya dengan tangannya tanpa harus menempa dgn api kemudian di buat menjadi baju zirah,Nabi Daud kagungan kamampuan pikeun ngalemeskeun beusi ngan ukur ku pananganna tanpa kedah ditempa ku seuneu teras jantenkeun acuk zirah
emot-train-2427,"[USERNAME] [USERNAME] Nah kalo ini baru bener, semua yang salah patut disalahkan buat introprksi dan membenarkan permasalahannya, bukannya udah salah e malah lari takut disalahkan ","[USERNAME] [USERNAME] Nah lamun ieu karek bener, kabeh anu salah kudu disalahkeun jang intropeksi jeung ngabenerkeun permasalahanna, lainna geus salah e malah lari sieun disalahkeun"
emot-train-3151,omg parah bnr2 insom blm ngantuk2 mata gw msh seger aja pikiran lg kacau sih kyk.gini dah efek pikiran lg tegang n hawa suntuk kesel dari kmrn hiiiiks,duh Gusti bener-bener parna teu bisa kulem can tunduh wae soca abdi cenghar keneh wae pikiran nuju kacau jiga.kieu pangaruh pikiran keur tegang jeung hawa suntuk ti kamari hiiiiks
indolem-test-873,"kamar panas, AC rusak, kamar mandi bocor, ga nyaman banget, untung cm transit aja.","kamar panas, Ac ruksak, kamar ibak bocor, teu ngeunaheun pisan, untung ngan transit hungkul"
indolem-train-1016,sakit gatal gatal dapt hilang http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f,Arateul bisa dileungitkeun http://www.klinikwienarto.com (0291)3332855 / HP. 08122893709 / PIN 29E22f2f
indolem-train-2612,kesan menginap airy rooms eco tj duren timur jakarta barat : 1. receptionistnya kurang ramah 2. kondisi kamar kotor dan pengap 3. kondisi AC tidak dingin 4. banyak semut dan kecoa dikamar mandi 5. kotor,kesan nginep airy rooms eco tj duren timur jakarta barat: 1. resepsionisna kirang someah 2. kondisi kamar kotor jeung eungap 3. kondisi AC teu tiis 4. loba sireum jeung cucunguk di jamban 5. kotor
indolem-train-854,"Jon Bon Jovi memiliki restoran bernama 'Soul Kitchen', di mana semua orang boleh makan apa saja dan hanya membayarnya jika mereka mau.","Jon Bon Jovi gaduh restoran anu namina 'Soul Kitchen', di mana semah nu datang kenging emam naon wae sarta ngan mayar lamun aranjeunna hoyong.  "
indolem-train-200,Jumlah Penumpang yang Refund Tiket di Kantor Lion Air Menyusut: Para penumpang yang terlantar akibat delay par... http://bit.ly/1vRUg9f,Jumlah Panumpang anu Menta Balik Tiket di Kantor Lion Air Berkurang: Para panumpang anu terlantar akibat gagal par...  http://bit.ly/1vRUg9f
indolem-train-311,"hotel ditengah Kota , mudah dlditemukan , dekat dengan pusat2 pertokoan dan perbelanjaan , Banyak pedagang makanan Dan minimarket , kamar bersih , AC dingin , handuk bersih , selalu tersedia peralatan Mandi Dari airy room dan snack , Kekurangan : selimut yg kurang tebal, seperti sprei kedua, kamar Mandi Yang kurang bersih, . tetapi cukup baik . . ","hotel di tengah Kota , gampang ditimukeun , dekeut ka pusat-pusat toko jeung balanja , Loba padagang dahareun Jeung swalayan , kamar beresih , AC tiis, anduk beresih , parabot ibak sok aya Wae Ti airy room dipasihan jajanan , Kakurangan : simbutna kirang kande, siga sepre kadua, kamar Ibak Anu kirang beresih, . ngan lumayan sae . ."
indolem-validation-297,ok semua.cumak satu krgnya. selimutnya bau...,ok kabeh. ngan hiji kirangna. simbut bau
emot-train-571,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka,Ngan aya we manusa nu teu ngartos posisi si panitia eta. Jeung sangeunahna menta gentos tempat ngan kusabab maksimal nongkrong nyaeta 3 jam. 3 jam masih kirang? Ebuset wkakaka
emot-train-1312,Enggak pernah sama sekali membatasi dia buat chatan or main sama siapa aja terserah dia. Karna..... Semakin kita larang semakin kesempatan orang buat bohongin kita tuh gede. Jadi terserah lah yah ensenang aja menjalani hubungan iniw,"Teu kantos pisan ngawateskeun anjeuna kangge chatan atau ulin jeng saha wae, kumadinya. Sabab..... Beuki arurang ngalarang beuli kasempatan jalma kangge ngabohongan arurang teh gede. Janten kumadinya lah nya bagja we ngajalani hubungan ieu"
indolem-train-3595,Dulu Sisil pernah salah memakai seragam sekolahnya pada hari senin karena terlambat dan disaat itu ia malah memakai baju seragam pramuka.,Baheula Sisil pernah salah make seragam sakolana pas poe Senen sabab telat jeung pas keur eta manehna kalakah make baju seragam pramuka.
emot-train-2789,Ketika malam minggu tak lagi menakutkan! Balet asyik bersama orang2 hebat!,Pas malem minggu teu deui nyieun sieun! Balet asyik bareng jelema-jelema hebat!
emot-validation-178,"sah-sah saja anda fans persija. Membela pemain klub favorit. Walau persija bapuk. Tapi jangan keliatan banget lah, apalagi soal Via Vallen & Simic ini. Mikir!!","teu kunanaon anjeun ngidolakeun persija. Ngabela pamaen klub karesep anjeun. Padahal Persija geus kolot. Tapi ulah katinggali teuing, khususna ngeunaan Via Vallen & Simic. Mikir!!"
emot-train-3487,"Saat terjadi sesuatu jgn langsung kau tunjuk musuhmu sebagai biang keroknya. Pelajari dan dalami dulu. Jangan langsung menuduh, itu juga fitnah namanya. Jika memang dirimu tahu dan ada bukti, tampilkan ke permukaan. Jgn hanya bisa menilai dengan asumsi.","Lamun aya kajadian, ulah langsung nunjuk musuh anjeun salaku palaku. Diajar sareng teuleuman heula. Tong langsung nuduh, eta teh fitnah disebutna. Lamun memang anjeun terang tur aya bukti, sok beberkeun. Ulah ngan ukur nangtoskeun ku asumsi."
indolem-train-3090,"Kamar baguss, rekomen lah buat nginap. Kamar mandi nya kalo bisa di beri pewangi supaya lebih nyaman","kamar aluss, disarankeun lah kangge mondok. Kamar caina lamun tiasa dipasihan seuseungitan supados leuwih merenah"
emot-train-877,"Semoga dengan tayangnya film #22menit ini menjadi perantara untuk selalu menebarkan benih-benih cinta, yang akan menumbuhkan persaudaraan diantara umat manusia. #AnsorMajuSatuBarisan [URL]","Mudah-mudahan kalawan nayangkeun pilem #22menit ieu jadi parantara pikeun salawasna nyebarkeun bibit-bit kanyaah, nu bakal tumuwuh duduluran antara umat manusa. #AnsorMajuSabaris [URL] "
indolem-train-1882,kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,kamar ibak aya cucunguk. bantal biru barau hapeuk. sesana mah alus.
emot-validation-354,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan,alergi naon cobi??? Naha janten bintikan kieu. Ceuk lanceuk sabab dahar lauk tuna. Emang sabab cuaca nu panas pisan meren nyaa uucchhh kasiksa beunang garoan
indolem-train-2796,"MediPutra ; PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh ","MediPutra ; PDIP Dinilai Aneh lamun Narima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d http://fb.me/mediputra.sh"
indolem-train-2995,"Ngaku Tidak Kenal, Tapi Syahrini Foto Bareng Feriyani Lim http://goo.gl/fb/c7374k ","Ngaku Henteu Wawuh, Tapi Syahrini Poto Jeung Feriyani Lim http://goo.gl/fbc7374k"
indolem-train-2181,#BeritaMahasiswa - Air Mata Sang Ibu Iringi Pemakaman Mahasiswa UPI yang Tewas Diseret Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG,#Wartamahasiswa - Cai Panon Indung Ngiringan Pamakaman Mahasiswa UPI nu Maot Disered Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG
indolem-test-186,Cantikmu mengalahlan semua??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN,Lageulisan anjeun ngelehkeun sadayana ??? ? Kamulah Takdirku ku Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN
indolem-train-1831,"Kalo ngomong pake fakta, Bung @kompascom: Kalau PDIP Adem Ayem, Artinya Ada Deal Penunjukan Badrodin http://kom.ps/AFqKLU  @PintarPolitik","Lamun ngomong make kanyataan, Bung @kompascom: Lamun PDIP Anteng Kalem, Hartina Aya Deal Panunjukan Badrodin http://kom.ps/AFqKLU  @PintarPolitik"
indolem-train-3442,2 Kantor Dinas Pemerintah Provinsi Ini Kibarkan Bendera Merah Putih Koyak http://dlvr.it/8g7sWS,2 Kantor Dinas Pamarentah Provinsi ieu Ngibarkeun Bandera Beureum Bodas Soek http://dlvr.it/8g7sWS
indolem-test-820,"Ini adalah 1x sy pakai airy.Kesan 1 memang beda pelayanan dengan hotel berbintang,but fine.Kaget surprise dan seneng bngt dpt box meal free pula.Kebersihan kerapihan kamar keren dexh.Apalagi kamar mandi bathup mantabbb wes.sayang Ac kurang dingin,TV mati hidup swndiri berulang2 bahkan respon receptionist buruk.Internet juelek pollll.lumayan aja wes","ieu nyeta sakali simkuring ngangge airy.Kesan 1 emang benten palayanan jeung hotel bentang, tapi teu nanaon. Reuwas kejutan jeung bagja pisan meunang kotak dahareun gratis oge. Kaberesihan karapihan kamar alus deh. Komo deui jamban bathup mantabbb pisan. lebar Ac kirang tiis, TV paeh hirup sorangan ngulang2 komo respon resepsionis butut. Internet butut pisannnnn. Nya lumayanlah"
emot-train-2722,"Iya, saya sadar saya tidak dibutuhkan. Saya sadar kemana saya harus pergi. Tapi kenapa setiap saya pergi selalu dicari? Apakah saya hanya diperlukan pada saat dibutuhkan saja?","Sumuhun, abdi terang abdi teu diperlukeun. Kuring sadar dimana kuring kudu indit. Tapi naha unggal indit sok ditéang? Naha kuring ngan ukur diperyogikeun nalika kuring dibutuhkeun hungkul?"
emot-train-3101,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,Naon eta kaposesipan abdi ka rerencangan abdi sieun dikukumaha ku L/ Naon abdi timburu kusabab keur teu aya nu dipikabogoh bisa diajakan indit/ Naon abdi sieun kaleungitan sahabat abdi/ Naon abdi timburu kusabab E caket sareng L
emot-train-1319,Cara batalin tempat sampah made in jerman yg sudah terlanjur diadakan oleh gub sebelumnnya gimana pak??? Apa kita belah jadi dua biar ahoker pada happy?? Kalian ini kok kerjanya nyinyirin gubernur anies bae..,Kumaha cara ngabatalkeun tempat runtah jieunan jerman nu geus terlanjur diayakeun ku gubernur sateuacanna pak??? Naon urang beulah dua weh sina ahoker barungah kitu?? Maraneh teh kunaon gawena nyinyiran gubernur anies wae..
emot-test-107,"Lah elu yang harusnya ditanya teh, kenapa bisa berasumsi guw mah kacang tanpa kulit, maksudnya apa hayo? Ke sana juga kan maksud loooo","Lah maneh nu kuduna ditanya teh, kunaon bisa nganggap kuring kacang tanpa kulit, maksudna  naon hayo? Ka dinya kan maksud manehhhh"
indolem-train-2780,"Masih belum bisa move on after KONSER DARI HATI AFGAN semalem, one of my fave song, so heartbreaker? https://instagram.com/p/zqcQhRiGvK/ ","Masih can bisa move on sanggeus KONSER DANA HATE AFGAN keur peuting, salah sahiji lagu karesep, "
indolem-validation-247,Botul tuh >> PDIP Dinilai Aneh bila Terima Badrodin Kapolri via @inilahdotcom http://ini.la/2180858,Botul tuh >> PDIP Dipeunteun Aneh lamun Narima Badrodin Kapolri via @inilahdotcom http://ini.la/2180858
indolem-test-755,"kotor..seprei banyak nodanya..handuk juga,keliatam kamar jarang dibersihin..reception cuma sendiri..jadi lama kalau minta peralatan mandi..lantai kotor...","kotor..sepre loba kokotor..anduk oge,katempo kamar jarang diberesihan.. resepsion ngan sorangan..jadi lila lamun menta parabotan mandi..teheul kotor... "
emot-train-899,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.","Teu heran sih ka driver gocar anu ngeluh macet. Sarua jiga urang ngeluh pas keur gawe. terserah deh Pak, abdi pura-purana teu ngadangu. Capek oge soalna."
indolem-test-335,Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma,Pelayananna alus pisan Tapi kamarna kurang beresih Rada bau Jeung sapertos wisma
indolem-train-897,Buat apa lah susah cari kesana kesini sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr,Kangge naon hese-hese milarian kaditu kadieu parantos payuneun? ? Kamulah Takdirku ku Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr
indolem-train-2902,"Kadang, mereka yg pergi kadang karena terlalu lelah untuk bertahan. :')","Sakapeung, maranehna nu indit sakapeung mah ku sabab cape jang bertahan. :')"
indolem-train-2361,Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,Genah & lumayan beresih. Ceuk abdi mah menu sasarapna kirang seeur sareng sambungan wifi kedah ditambah.
emot-validation-391,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.,kuring ngusahakeun tahan dina kaayaan dimana kuring diteror ti sagala rupa sisi (awewe sejen anu kagum ku rupa manusa anu kuring caritakeun saacanna) dibully sabab mindeung teuing duaan. dikirim surat anacaman ti sagala rupa awewe di unggal kelas nu beda.
emot-train-627,"Seringkali kita luput menyadari, betapa banyaknya kita meminta cinta dri orang lain betapa bnyknya kita mminta perhatian dri orang lain, tapi betpa sedikitnya kita memberi cinta dan perhatian pda org lain #fiersabesari","mindeng arurang poho nyadar, sakumaha lobana arurang menta cinta ti jelema lain sakumaha lobana arurang menta perhatian ti jelema lain, tapi sakumaha saeutikna arurang mere cinta jeung perhatian ka jelema lain #fiersabesari"
emot-train-739,"Lu sebut ""Bumi Pancasila""? Ustadz lu sebut, ""PANTATCINA"". Demokrasi = thoghut. OTAK","Maneh nyebut ""Bumi Pancasila""? Ustad maneh sebut, ""BUJURCINA"". Demokrasi = thoghut. OTAK"
indolem-train-2428,"ac kamar berisik, staf hotel tidak ramah, makanan kurang sip","ac kamar gandeng, pagawe hotel teu someah, dahareun kurang sip"
emot-test-186,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tnp sengaja. Dlm satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL],Cinta datang teu direncanakeun Cinta datang ngan kitu wae Teu pernah aya waktu jeung tempat jang cinta sejati Sakabehna kajadian teu dihaja. Dina hiji detak jantung Dina hiji irama Tapi bisa ngahasilkeun Momen nu pinuh arti #keseleoCinta #EfekTeuBisaSare [URL]
indolem-train-2111,Shower dan pemanas kamar no 7 lantai 2 perlu diperbaiki,Shower jeung pemanas kamar nomor 7 lantai 2 perlu diomean
emot-train-3103,Hey kamuuhhh!! semoga qt dijauhkan dari keputusan yang bodoh ituu Selamat menjalankan ibadah puasa juga budiirrr@olfi_opi,Hey maneehhh!!! mugia urang dijauhkeun dina keputusan nu bodo etaa Wilujeng ngajalankeun ibada puasa oge budiirrr@olfi_opi
emot-train-718,"Karna orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini,andai nyawa dia sendiri yg dimintak oleh IBU PERTIWI agar bangsa ini maju,sejahtera dan Adil beliu pasti berikan.salam sy buat sodara yg ada dipapua [USERNAME]","Sabab jelema(presiden arurang jkw)ieu emang meunang amanah pikeun ngagawean ieu,lamun nyawa manehna sorangan nu dipenta ku IBU PERTIWI ameh bangsa ieu maju,sejahterah jeung Adil manehna pasti merekeun.salam urang pikeun dulur nu aya dipapua [USERNAME]"
emot-train-1754,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )","Urang nyadar hiji pilihan urang babarengan jeung maneh di tempat ieu, ngajalankeun poe kalayan sumanget nu anyar, sanajan teu saendah nu ku urang diharepkeun, teu sagoreng nu ku urang bayangkeun, urang tetep nangtung ngajalankeun poe pinuh warna (nu ngarti pasti bari nyanyi ) "
indolem-train-1398,"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 ","PDIP Dipeunteun Aneh lamun Narima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 "
indolem-train-2329,"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks","hanjakal: 1. andukna bau 2. odolna tilas pas abdi buka, tos kaangge 3. wifi teu nepi ka kamar 4. alamat sigana mah teu sesuai. kuduna dangdeur indah 1 no 20 lain dangdeur indah no 20. hatur nuhun "
emot-train-46,"anjiir via vallen digituin sm nih org dan dia casually cm blg ""are u angry"" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa","anjiir Via Vallen dikitukeun ku jelema ieu jeung manehna sagawayah ngan ngomong ""apa maneh ambek"" hmm emang hal nu kos kitu sabiasa kitu sih jang jelema luar terutama asal negara-negara Eropa"
indolem-test-464,"Fasilitas lengkap, untuk kebersihan tempat tidur (bantal, selimut dan sprei) tolong diperhatikan. Karena lumayan kotor.","Fasilitas lengkeup, pikeun kaberesihan tempat sare (bantal, salimbut jeung sepre) punten diperhatikeun. Sabab lumayan kotor. "
indolem-train-3488,ga ad air panas ny.  tidak sesuai dengan promosi,euweuh cai panasna. teu luyu jeung promosi
indolem-train-2556,Tolong jangan datang (lagi) kalau hanya untuk menyakiti (lagi) dan kamu pergi (lagi).,Tolong tong datang (deui) lamun ngan saukur jang nganyeyeri (deui) terus maneh mangkat (deui).
